Time,Complexity,SDI,Eff Diameter (m),Major Axis (m),Snowflake Area (m^2),Evap Time (s),SWE factor,Mass (kg),Heat Flux Volume (m^3),Density (kg/m^3),PBP SWE (mm),FBF SWE (mm),PBP SWE Accumulation (mm),FBF SWE Accumulation (mm),FBF Snow (mm),PBP Snow (mm),FBF Snow Accumulation (mm),PBP Snow Accumulation (mm)
24-Mar-2026 09:50:00.000,1.21860142344783,13.1010081322208,0.00162792484570398,0.00198642770240315,2.44183754807692e-06,0.747589743589744,1.19709670505145,5.37910862822549e-05,1.03135464091236e-06,52.1557611208012,0.00567186057756436,0.0067897656089135,0.00567186057756436,0.0067897656089135,0.130182466193664,0.10874849596054,0.130182466193664,0.10874849596054
