Time,Evap Time (s),Mass (kg),Major Axis (m),Eff Diameter (m),Perimeter (m),Snowflake Area (m^2),Rectangle Area (m^2),Water Droplet Area (m^2),Spherical Density (kg/m^3),Heat Flux Density (kg/m^3),Heat Flux Volume (m^3),Spherical Volume (m^3),Delta Temp Max,Delta Temp Mean,Complexity,SDI,PBP SWE (mm),FBF SWE (mm),PBP SWE Accumulation (mm),FBF SWE Accumulation (mm),PBP Snow (mm),FBF Snow (mm),PBP Snow Accumulation (mm),FBF Snow Accumulation (mm),SWE factor,Delta Temp Range,Area Range,Delta Temp Flag,Area Flag,Missing Data
24-Mar-2026 09:52:00.399,0.133333333333333,8.81982212418301e-09,0.00109985226280624,0.000877555139657192,0.00175133,6.048375e-07,6.048375e-07,5.16096227051729e-08,25.0000282044863,130.812570145903,6.74233532323821e-11,3.52792486954085e-10,89.2745098039216,84.4411764705882,1,11.7194714531284,9.29983104352852e-07,1.11327970997432e-06,0.00136850559668312,0.00163823354063382,7.10927935530648e-06,8.51049489152766e-06,0.0225494093401937,0.0269938236220022,1.19709670505145,9.66666666666667,4.03225e-07,0,0,0
24-Mar-2026 09:52:00.399,0.266666666666667,1.66995765522876e-08,0.00127,0.000877555139657192,0.00202184,6.048375e-07,8.0645e-07,7.89879978737582e-08,47.3354086887371,156.514184397163,1.06696888953601e-10,3.52792486954085e-10,89.2745098039216,66.8137254901961,1.33333333333333,7.65733423154585,1.76084322617936e-06,2.10789962417147e-06,0.0013702664399093,0.001640341440258,1.12503747373537e-05,1.34677865286801e-05,0.0225606597149311,0.0270072914085309,1.19709670505145,32.9803921568627,2.016125e-07,0,0,0
24-Mar-2026 09:52:00.999,0.266666666666667,1.7639644248366e-08,0.0011593460800526,0.000716520771105651,0.0016043275,4.03225e-07,6.048375e-07,8.19251693738734e-08,91.8559689842691,191.072131147541,9.23192939882223e-11,1.9203590625e-10,98.3725490196078,86.7156862745098,1.5,4.9218695924795,1.8599662087057e-06,2.22655941994863e-06,0.001372126406118,0.00164256799967794,9.73436679402234e-06,1.16529784148864e-05,0.0225703940817251,0.0270189443869458,1.19709670505145,23.3137254901961,1.0080625e-07,0,0,0
24-Mar-2026 09:52:01.199,1.2,4.93268041503268e-08,0.00109985226280624,0.00107478115665848,0.00237363,9.0725625e-07,9.0725625e-07,1.62609576590189e-07,76.1073783714581,49.6593913076601,9.93302633226558e-10,6.4812118359375e-10,98.3725490196078,92.1492374727669,1,5.57935312928391,5.20113600995954e-06,6.22626278004699e-06,0.00137732754212796,0.00164879426245799,0.000104736201411258,0.000125379361609021,0.0226751302831364,0.0271443237485548,1.19709670505145,65.3921568627451,7.0564375e-07,0,0,0
24-Mar-2026 09:52:01.199,0.533333333333333,5.94994066176471e-08,0.00236668297559593,0.00211949702405454,0.0058816875,3.52821875e-06,4.2338625e-06,1.8426063190626e-07,11.9706605501784,61.2968232313389,9.70676839044198e-10,4.97043637385242e-09,98.3725490196078,52.1004901960784,1.2,19.1479792156305,6.27375950380152e-06,7.510296830286e-06,0.00138360130163176,0.00165630455928828,0.000102350483647805,0.000122523426735209,0.0227774807667842,0.02726684717529,1.19709670505145,75.0588235294118,3.12499375e-06,0,0,0
24-Mar-2026 09:52:01.199,1.66666666666667,2.85253224558823e-07,0.00466009641105966,0.00324418577091844,0.01174242,8.2661125e-06,1.27015875e-05,5.23895307045816e-07,16.003586870271,60.0143762338407,4.75308155244936e-09,1.78243306873113e-08,93.8235294117647,34.8454901960784,1.53658536585366,15.7781762669562,3.0077781112445e-05,3.60060126649665e-05,0.00141367908274421,0.00169231057195324,0.000501176268086993,0.00059995645917692,0.0232786570348712,0.0278668036344669,1.19709670505145,79.6078431372549,7.8628875e-06,0,0,0
24-Mar-2026 09:52:01.266,0.333333333333333,4.57958181699346e-08,0.00209710819737447,0.00186157557035013,0.0049653825,2.72176875e-06,3.629025e-06,1.5475380929397e-07,13.5983972429164,147.463937621832,3.10556051252184e-10,3.36773645833815e-09,60.8431372549019,34.5725490196078,1.33333333333333,17.5877334614086,4.82882041705571e-06,5.78056501054254e-06,0.00141850790316126,0.00169809113696379,3.27457715759571e-05,3.91998552579456e-05,0.0233114028064471,0.0279060034897249,1.19709670505145,37.5294117647059,1.8145125e-06,0,0,0
24-Mar-2026 09:52:01.266,0.2,3.21686579901961e-08,0.00323598955634169,0.00282094509678945,0.0081162525,6.2499875e-06,8.0645e-06,1.2228675726714e-07,2.74506705036043,59.364474235442,5.41883987089886e-10,1.17187148437676e-08,89.2745098039216,43.7843137254902,1.29032258064516,51.1092749507345,3.39194010937708e-06,4.06048032866715e-06,0.00142189984327064,0.00170215161729245,5.7137541485241e-05,6.83991626467223e-05,0.0233685403479323,0.0279744026523716,1.19709670505145,70.5098039215686,6.048375e-06,0,0,0
24-Mar-2026 09:52:01.266,0.8,8.61040866993464e-08,0.00245589721447043,0.00229398575804533,0.0064462025,4.13305625e-06,4.93950625e-06,2.35743635239743e-07,13.6632975815075,66.0781649245064,1.30306413317802e-09,6.30185254955463e-09,70.5098039215686,39.8039215686274,1.19512195121951,17.5319950665766,9.07902049708772e-06,1.08684655221583e-05,0.00143097886376773,0.00171302008281461,0.000137398193600873,0.000164478924839625,0.0235059385415332,0.0281388815772112,1.19709670505145,51.7450980392157,3.72983125e-06,0,0,0
24-Mar-2026 09:52:01.333,0.733333333333333,9.00172140196078e-08,0.00258370718962746,0.00223733539068283,0.0062703075,3.93144375e-06,4.93950625e-06,2.4283307810574e-07,15.3970033701468,77.9106002554278,1.15539109857309e-09,5.84641126949038e-09,89.2745098039216,40.475935828877,1.25641025641026,16.1899020539866,9.49162998532746e-06,1.1362398981003e-05,0.00144047049375306,0.00172438248179562,0.000121827196225025,0.000145838935186633,0.0236277657377582,0.0282847205123978,1.19709670505145,70.5098039215686,3.72983125e-06,0,0,0
