Time,Duration,Complexity,SDI,Density (kg*m^-3),PBP SWE (mm),FBF SWE (mm),PBP Snow (mm),FBF Snow (mm),Hot Plate Area,SWE Factor,Min FBF Mass
24-Mar-2026 09:51:53.800,00:00:34,1.21860142344783,13.1010081322208,52.1557611208012,0.00589160978280201,0.00705282665844116,0.109863152769359,0.131516818186763,0.009483852,1.19709670505145,5.04579425163399e-08
